id,survey_year,job_title,job_category,experience_level,education_level,country,continent,currency,company_size,industry,employment_type,work_setting,base_salary_usd,annual_bonus_usd,stock_grant_usd,total_compensation_usd,job_satisfaction,years_at_company,primary_skills,ai_adoption_level,gender,salary_usd,seniority_name,seniority_code,seniority_id,ubicacion_id,work_setting_id,gender_id,tecnologia_principal,tecnologia_id,categoria_principal
11563,2021,Analytics Engineer,Data Engineering,Entry (0-2 yrs),Master's,South Korea,Asia,KRW,Large (1001-10000),Energy & Utilities,Contract,On-site,52600,2200,0,54800,3.3,2,Go; Power BI; LangChain,Experimenting,Prefer not to say,52600,Junior,1.0,1.0,16,3,0.0,Go,20,Backend
11564,2022,Database Administrator,Data Engineering,Lead (11-15 yrs),Master's,United States,North America,USD,Medium (201-1000),Consulting,Full-time,Remote,258400,24100,0,282500,3.6,0,AWS; Tableau,Significant,Female,258400,Lead,4.0,4.0,5,1,2.0,AWS,18,Cloud
11565,2022,AI Research Scientist,Machine Learning,Senior (6-10 yrs),Bachelor's,United States,North America,USD,Medium (201-1000),Consulting,Full-time,Remote,269500,24000,58800,352300,4.0,2,GCP; Docker; C++; Power BI; JavaScript,Experimenting,Female,269500,Senior,3.0,3.0,5,1,2.0,GCP,12,Cloud
11566,2021,Data Scientist,Data Science,Senior (6-10 yrs),Master's,United Kingdom,Europe,GBP,Small (51-200),Healthcare & Pharma,Full-time,Hybrid,151200,24700,0,175900,3.6,2,dbt; JavaScript; Power BI,Experimenting,Male,151200,Senior,3.0,3.0,6,2,1.0,dbt,6,Database
11567,2024,Backend Developer,Software Engineering,Senior (6-10 yrs),Bachelor's,United States,North America,USD,Enterprise (10000+),Technology,Full-time,Remote,246300,25700,0,272000,4.6,2,SQL; Python; R,Significant,Male,246300,Senior,3.0,3.0,5,1,1.0,SQL,9,Database
11568,2024,Data Analyst,Data Science,Lead (11-15 yrs),Master's,United Kingdom,Europe,GBP,Enterprise (10000+),Technology,Full-time,Hybrid,153400,15400,0,168800,4.0,3,Hugging Face; C++; Kubernetes,Experimenting,Female,153400,Lead,4.0,4.0,6,2,2.0,Hugging Face,10,AI/ML
11569,2023,Machine Learning Engineer,Machine Learning,Entry (0-2 yrs),Master's,United States,North America,USD,Large (1001-10000),Technology,Freelance,On-site,175100,0,30600,205700,2.9,1,JavaScript; Spark,Significant,Male,175100,Junior,1.0,1.0,5,3,1.0,JavaScript,1,Frontend
11570,2022,Full Stack Developer,Software Engineering,Senior (6-10 yrs),PhD,Sweden,Europe,SEK,Medium (201-1000),Technology,Full-time,Hybrid,140900,7400,0,148300,3.2,2,Tableau; Docker; TensorFlow,Partial,Female,140900,Senior,3.0,3.0,19,2,2.0,Tableau,3,Data
11571,2023,Computer Vision Engineer,Machine Learning,Lead (11-15 yrs),PhD,United States,North America,USD,Enterprise (10000+),Insurance,Full-time,Remote,378000,30300,119200,527500,4.2,2,R; SQL; Spark,Significant,Male,378000,Lead,4.0,4.0,5,1,1.0,R,16,Otra
11572,2025,Engineering Manager,Management,Senior (6-10 yrs),Master's,United States,North America,USD,Medium (201-1000),Healthcare & Pharma,Freelance,Remote,370500,47200,0,417700,3.6,0,Python; AWS; Power BI,Partial,Male,370500,Senior,3.0,3.0,5,1,1.0,Python,13,Backend
11573,2024,Computer Vision Engineer,Machine Learning,Entry (0-2 yrs),Bachelor's,United Kingdom,Europe,GBP,Enterprise (10000+),Technology,Full-time,Remote,107300,7700,0,115000,4.3,1,Kubernetes; Hugging Face; SQL,Partial,Male,107300,Junior,1.0,1.0,6,1,1.0,Kubernetes,15,Cloud
11574,2020,Robotics Engineer,Machine Learning,Senior (6-10 yrs),Master's,United States,North America,USD,Small (51-200),Healthcare & Pharma,Full-time,Remote,206800,22400,0,229200,3.8,0,LangChain; AWS; Spark,Partial,Male,206800,Senior,3.0,3.0,5,1,1.0,LangChain,21,AI/ML
11575,2020,Product Manager (Tech),Management,Mid (3-5 yrs),PhD,United States,North America,USD,Medium (201-1000),Consulting,Full-time,On-site,206700,8400,0,215100,3.7,2,PyTorch; R; Kubernetes,AI-First,Male,206700,Mid,2.0,2.0,5,3,1.0,PyTorch,19,AI/ML
11576,2025,Robotics Engineer,Machine Learning,Executive (16+ yrs),PhD,India,Asia,INR,Small (51-200),Technology,Full-time,Hybrid,129700,10400,19000,159100,3.5,1,Spark; PyTorch; Hadoop; Scala; JavaScript,,Prefer not to say,129700,No especificado,0.0,0.0,3,2,0.0,Spark,14,Data
11577,2024,AI Research Scientist,Machine Learning,Mid (3-5 yrs),Bachelor's,Brazil,South America,BRL,Medium (201-1000),E-Commerce & Retail,Full-time,Remote,39900,1300,9300,50500,3.1,1,R; Excel; C++; AWS; Power BI,Partial,Male,39900,Mid,2.0,2.0,4,1,1.0,R,16,Otra
11578,2021,Data Engineer,Data Engineering,Mid (3-5 yrs),Master's,United States,North America,USD,Enterprise (10000+),Finance & Banking,Full-time,Hybrid,205300,0,51700,257000,3.3,0,dbt; Kafka,Experimenting,Male,205300,Mid,2.0,2.0,5,2,1.0,dbt,6,Database
11579,2025,AI Research Scientist,Machine Learning,Mid (3-5 yrs),Bachelor's,Switzerland,Europe,CHF,Small (51-200),Technology,Contract,Hybrid,273800,11200,32900,317900,3.5,3,LangChain; C++; Go; Hadoop,Significant,Male,273800,Mid,2.0,2.0,12,2,1.0,LangChain,21,AI/ML
11580,2024,DevOps Engineer,Software Engineering,Senior (6-10 yrs),PhD,India,Asia,INR,Large (1001-10000),Technology,Full-time,Hybrid,87300,10100,7500,104900,3.8,0,Kubernetes; C++,Experimenting,Male,87300,Senior,3.0,3.0,3,2,1.0,Kubernetes,15,Cloud
11581,2022,Analytics Engineer,Data Engineering,Senior (6-10 yrs),PhD,United States,North America,USD,Startup (1-50),Education & Research,Freelance,Hybrid,149500,11900,0,161400,3.7,1,Kafka; GCP; TensorFlow,Partial,Female,149500,Senior,3.0,3.0,5,2,2.0,Kafka,17,Data
11582,2025,NLP Engineer,Machine Learning,Mid (3-5 yrs),Master's,South Korea,Asia,KRW,Small (51-200),Healthcare & Pharma,Full-time,Hybrid,92600,1400,7600,101600,3.6,2,Kafka; Go; LangChain,Partial,Male,92600,Mid,2.0,2.0,16,2,1.0,Kafka,17,Data
11583,2023,Data Scientist,Data Science,Mid (3-5 yrs),Bachelor's,United States,North America,USD,Enterprise (10000+),Technology,Full-time,Remote,252500,10600,0,263100,4.5,2,Excel; Spark; Scala; GCP,Partial,Female,252500,Mid,2.0,2.0,5,1,2.0,Excel,24,Data
11584,2024,Backend Developer,Software Engineering,Entry (0-2 yrs),Master's,Australia,Oceania,AUD,Small (51-200),E-Commerce & Retail,Full-time,Remote,66600,2900,23300,92800,3.4,1,C++; Docker; Azure; Tableau; SQL,Partial,Male,66600,Junior,1.0,1.0,2,1,1.0,C++,26,Backend
11585,2021,Cloud Architect,Software Engineering,Senior (6-10 yrs),Master's,Israel,Asia,ILS,Large (1001-10000),Technology,Full-time,Hybrid,283600,22000,62500,368100,4.6,3,Spark; PyTorch; Docker,Partial,Male,283600,Senior,3.0,3.0,13,2,1.0,Spark,14,Data
11586,2021,Machine Learning Engineer,Machine Learning,Lead (11-15 yrs),Master's,Canada,North America,CAD,Large (1001-10000),Automotive,Full-time,Remote,223600,24500,0,248100,3.4,1,Kubernetes; Excel,Significant,Male,223600,Lead,4.0,4.0,10,1,1.0,Kubernetes,15,Cloud
11587,2022,Prompt Engineer,Machine Learning,Entry (0-2 yrs),PhD,France,Europe,EUR,Large (1001-10000),Media & Entertainment,Full-time,Remote,68700,3700,17600,90000,2.9,1,Spark; Power BI; Docker,,Male,68700,Junior,1.0,1.0,1,1,1.0,Spark,14,Data
11588,2020,Data Engineer,Data Engineering,Mid (3-5 yrs),Master's,United States,North America,USD,Large (1001-10000),Automotive,Full-time,Remote,154500,7400,57200,219100,3.5,0,Excel; Power BI; Kafka,Significant,Prefer not to say,154500,Mid,2.0,2.0,5,1,0.0,Excel,24,Data
11589,2023,AI Research Scientist,Machine Learning,Lead (11-15 yrs),Master's,Brazil,South America,BRL,Medium (201-1000),Technology,Full-time,Hybrid,158000,10700,17800,186500,4.0,0,GCP; SQL; Power BI; Azure,AI-First,Male,158000,Lead,4.0,4.0,4,2,1.0,GCP,12,Cloud
11590,2024,AI Research Scientist,Machine Learning,Mid (3-5 yrs),PhD,Brazil,South America,BRL,Enterprise (10000+),Technology,Full-time,Remote,93900,1100,26700,121700,3.6,0,Go; SQL; TensorFlow,Significant,Male,93900,Mid,2.0,2.0,4,1,1.0,Go,20,Backend
11591,2023,Software Engineer,Software Engineering,Senior (6-10 yrs),Master's,United Kingdom,Europe,GBP,Large (1001-10000),Education & Research,Full-time,Remote,145600,12700,9700,168000,3.8,3,Scala; Hadoop; Kafka; Go,Significant,Male,145600,Senior,3.0,3.0,6,1,1.0,Scala,2,Otra
11592,2025,Data Analyst,Data Science,Entry (0-2 yrs),Master's,Germany,Europe,EUR,Startup (1-50),Technology,Full-time,Hybrid,56000,3700,14100,73800,3.6,2,C++; Scala; Java; Docker; LangChain,Partial,Male,56000,Junior,1.0,1.0,7,2,1.0,C++,26,Backend
11593,2025,Generative AI Engineer,Machine Learning,Mid (3-5 yrs),Bachelor's,Canada,North America,CAD,Large (1001-10000),E-Commerce & Retail,Freelance,Remote,154600,4500,14800,173900,4.4,5,Docker; Kubernetes; Java,Experimenting,Female,154600,Mid,2.0,2.0,10,1,2.0,Docker,11,Cloud
11594,2022,MLOps Engineer,Machine Learning,Entry (0-2 yrs),Master's,United States,North America,USD,Medium (201-1000),Healthcare & Pharma,Full-time,Remote,136900,500,47400,184800,3.0,2,TensorFlow; Java; Excel,Significant,Male,136900,Junior,1.0,1.0,5,1,1.0,TensorFlow,25,AI/ML
11595,2025,Backend Developer,Software Engineering,Senior (6-10 yrs),Bachelor's,United States,North America,USD,Small (51-200),Technology,Full-time,Remote,211200,18700,0,229900,4.3,3,Tableau; AWS,,Male,211200,Senior,3.0,3.0,5,1,1.0,Tableau,3,Data
11596,2020,Data Scientist,Data Science,Senior (6-10 yrs),Master's,Germany,Europe,EUR,Medium (201-1000),Education & Research,Full-time,Hybrid,97500,8300,0,105800,4.3,0,PyTorch; R; C++,AI-First,Female,97500,Senior,3.0,3.0,7,2,2.0,PyTorch,19,AI/ML
11597,2024,AI Product Manager,Management,Mid (3-5 yrs),Bachelor's,United States,North America,USD,Medium (201-1000),Consulting,Full-time,Hybrid,237000,15600,0,252600,3.4,0,JavaScript; R; OpenCV; dbt,Significant,Male,237000,Mid,2.0,2.0,5,2,1.0,JavaScript,1,Frontend
11598,2020,Computer Vision Engineer,Machine Learning,Lead (11-15 yrs),PhD,United Kingdom,Europe,GBP,Large (1001-10000),Energy & Utilities,Full-time,Hybrid,290300,31600,0,321900,3.5,1,Power BI; AWS; Tableau,Partial,Male,290300,Lead,4.0,4.0,6,2,1.0,Power BI,4,Data
11599,2024,Analytics Engineer,Data Engineering,Mid (3-5 yrs),Bachelor's,United States,North America,USD,Startup (1-50),Media & Entertainment,Full-time,On-site,102400,7000,0,109400,3.1,1,Kubernetes; OpenCV; Go; Hugging Face; C++,AI-First,Female,102400,Mid,2.0,2.0,5,3,2.0,Kubernetes,15,Cloud
11600,2025,AI Research Scientist,Machine Learning,Mid (3-5 yrs),Master's,United States,North America,USD,Large (1001-10000),E-Commerce & Retail,Full-time,Hybrid,281800,16700,61200,359700,4.1,3,LangChain; Go; TensorFlow,Significant,Male,281800,Mid,2.0,2.0,5,2,1.0,LangChain,21,AI/ML
11601,2021,Database Administrator,Data Engineering,Entry (0-2 yrs),Bachelor's,India,Asia,INR,Medium (201-1000),Technology,Full-time,Remote,21000,0,2100,23100,2.6,2,Hugging Face; C++; SQL; Kafka; Python,Significant,Female,21000,Junior,1.0,1.0,3,1,2.0,Hugging Face,10,AI/ML
11602,2021,AI Research Scientist,Machine Learning,Mid (3-5 yrs),Bachelor's,India,Asia,INR,Enterprise (10000+),Healthcare & Pharma,Freelance,Hybrid,47200,3100,0,50300,2.5,1,JavaScript; Hugging Face; Power BI; Scala,Partial,Male,47200,Mid,2.0,2.0,3,2,1.0,JavaScript,1,Frontend
11603,2022,Quantitative Analyst,Data Science,Entry (0-2 yrs),Master's,Brazil,South America,BRL,Enterprise (10000+),Government & Defense,Full-time,Hybrid,35500,3200,8500,47200,2.3,2,JavaScript; AWS; SQL,Significant,Male,35500,Junior,1.0,1.0,4,2,1.0,JavaScript,1,Frontend
11604,2023,Product Manager (Tech),Management,Entry (0-2 yrs),Master's,Netherlands,Europe,EUR,Large (1001-10000),Insurance,Full-time,Remote,90500,2300,0,92800,4.0,2,Docker; Spark,Significant,Female,90500,Junior,1.0,1.0,9,1,2.0,Docker,11,Cloud
11605,2024,MLOps Engineer,Machine Learning,Mid (3-5 yrs),Master's,United States,North America,USD,Enterprise (10000+),Finance & Banking,Contract,Remote,311500,8600,0,320100,3.2,5,SQL; LangChain; Rust; R,Significant,Male,311500,Mid,2.0,2.0,5,1,1.0,SQL,9,Database
11607,2022,Data Scientist,Data Science,Entry (0-2 yrs),Master's,United Kingdom,Europe,GBP,Enterprise (10000+),Healthcare & Pharma,Contract,Remote,116800,14400,21000,152200,3.9,2,Airflow; LangChain; Spark; PyTorch,Partial,Male,116800,Junior,1.0,1.0,6,1,1.0,Airflow,22,DevOps
11608,2021,AI Product Manager,Management,Entry (0-2 yrs),High School,France,Europe,EUR,Enterprise (10000+),Healthcare & Pharma,Full-time,On-site,79500,1200,0,80700,2.7,1,JavaScript; Java; Go; Power BI,Experimenting,Male,79500,Junior,1.0,1.0,1,3,1.0,JavaScript,1,Frontend
11609,2025,DevOps Engineer,Software Engineering,Entry (0-2 yrs),Bachelor's,United States,North America,USD,Startup (1-50),E-Commerce & Retail,Full-time,Hybrid,87100,7200,0,94300,3.2,0,Docker; Java; Kubernetes,Experimenting,Male,87100,Junior,1.0,1.0,5,2,1.0,Docker,11,Cloud
11610,2023,Business Intelligence Analyst,Data Science,Executive (16+ yrs),Master's,Israel,Asia,ILS,Medium (201-1000),Energy & Utilities,Contract,Remote,235700,34900,0,270600,3.8,1,Kubernetes; Azure; OpenCV; Airflow,Significant,Male,235700,No especificado,0.0,0.0,13,1,1.0,Kubernetes,15,Cloud
11611,2023,Computer Vision Engineer,Machine Learning,Mid (3-5 yrs),PhD,United Kingdom,Europe,GBP,Large (1001-10000),Technology,Full-time,Remote,240700,4100,66800,311600,3.7,5,Go; Power BI; dbt; PyTorch; Azure,Experimenting,Female,240700,Mid,2.0,2.0,6,1,2.0,Go,20,Backend
11612,2021,AI Research Scientist,Machine Learning,Executive (16+ yrs),Master's,Japan,Asia,JPY,Large (1001-10000),Technology,Full-time,On-site,334500,43100,0,377600,3.2,1,GCP; SQL; Hugging Face; Airflow; Kubernetes,AI-First,Prefer not to say,334500,No especificado,0.0,0.0,8,3,0.0,GCP,12,Cloud
11613,2025,Business Intelligence Analyst,Data Science,Mid (3-5 yrs),Master's,Poland,Europe,PLN,Medium (201-1000),Finance & Banking,Full-time,Hybrid,66500,5400,0,71900,3.1,1,Rust; Spark,,Male,66500,Mid,2.0,2.0,14,2,1.0,Rust,23,Backend
11614,2023,Generative AI Engineer,Machine Learning,Executive (16+ yrs),PhD,Saudi Arabia,Asia,SAR,Small (51-200),Energy & Utilities,Full-time,On-site,301600,33800,107300,442700,3.9,2,Hadoop; C++; LangChain; Spark; Kubernetes,AI-First,Male,301600,No especificado,0.0,0.0,11,3,1.0,Hadoop,5,Data
11615,2023,AI Research Scientist,Machine Learning,Mid (3-5 yrs),PhD,Canada,North America,CAD,Large (1001-10000),Technology,Full-time,Hybrid,264500,5900,0,270400,2.5,5,Azure; Tableau; Python; Excel; Spark,Partial,Male,264500,Mid,2.0,2.0,10,2,1.0,Azure,7,Cloud
11616,2023,AI Research Scientist,Machine Learning,Lead (11-15 yrs),Bachelor's,Poland,Europe,PLN,Medium (201-1000),Finance & Banking,Full-time,On-site,126300,5800,0,132100,3.6,1,Python; Hadoop; Excel,Partial,Female,126300,Lead,4.0,4.0,14,3,2.0,Python,13,Backend
11617,2021,DevOps Engineer,Software Engineering,Mid (3-5 yrs),Master's,Australia,Oceania,AUD,Medium (201-1000),Education & Research,Full-time,Remote,96600,4900,0,101500,3.5,1,Spark; PyTorch; Airflow; dbt,Partial,Female,96600,Mid,2.0,2.0,2,1,2.0,Spark,14,Data
11618,2025,Full Stack Developer,Software Engineering,Senior (6-10 yrs),Master's,Canada,North America,CAD,Large (1001-10000),Technology,Full-time,Hybrid,250100,27400,0,277500,4.1,1,Rust; Python; GCP; Hugging Face,Significant,Male,250100,Senior,3.0,3.0,10,2,1.0,Rust,23,Backend
11619,2025,NLP Engineer,Machine Learning,Mid (3-5 yrs),PhD,United Kingdom,Europe,GBP,Startup (1-50),Telecommunications,Full-time,Remote,120200,4700,0,124900,3.0,0,Excel; Scala,Significant,Male,120200,Mid,2.0,2.0,6,1,1.0,Excel,24,Data
11620,2022,AI Product Manager,Management,Entry (0-2 yrs),Bachelor's,India,Asia,INR,Startup (1-50),Technology,Full-time,Hybrid,22700,0,4500,27200,2.1,2,Kafka; Spark; Tableau; Scala,Partial,Male,22700,Junior,1.0,1.0,3,2,1.0,Kafka,17,Data
11621,2024,Machine Learning Engineer,Machine Learning,Senior (6-10 yrs),Master's,India,Asia,INR,Medium (201-1000),Technology,Contract,Hybrid,81100,5700,16800,103600,3.0,0,R; GCP; Airflow,Significant,Non-binary,81100,Senior,3.0,3.0,3,2,3.0,R,16,Otra
11622,2021,MLOps Engineer,Machine Learning,Senior (6-10 yrs),Bachelor's,United States,North America,USD,Large (1001-10000),Healthcare & Pharma,Full-time,Hybrid,213000,14400,0,227400,3.6,0,SQL; Azure; Kafka; Kubernetes,,Male,213000,Senior,3.0,3.0,5,2,1.0,SQL,9,Database
11623,2022,Frontend Developer,Software Engineering,Mid (3-5 yrs),PhD,United Kingdom,Europe,GBP,Enterprise (10000+),Energy & Utilities,Full-time,Remote,144600,0,0,144600,3.1,5,Go; Excel; Spark; PyTorch,Significant,Female,144600,Mid,2.0,2.0,6,1,2.0,Go,20,Backend
11624,2021,Software Engineer,Software Engineering,Mid (3-5 yrs),Master's,United States,North America,USD,Large (1001-10000),E-Commerce & Retail,Full-time,Hybrid,180700,13800,0,194500,3.8,0,Rust; LangChain; Java; Hadoop; Spark,Experimenting,Male,180700,Mid,2.0,2.0,5,2,1.0,Rust,23,Backend
11625,2025,Data Analyst,Data Science,Senior (6-10 yrs),Bachelor's,Germany,Europe,EUR,Large (1001-10000),Technology,Full-time,Hybrid,139000,1400,0,140400,2.7,8,Python; dbt; Rust; Power BI; Scala,Significant,Female,139000,Senior,3.0,3.0,7,2,2.0,Python,13,Backend
11626,2022,Data Analyst,Data Science,Lead (11-15 yrs),Bachelor's,United Kingdom,Europe,GBP,Medium (201-1000),Technology,Full-time,Remote,133000,10900,0,143900,4.2,5,JavaScript; Azure; LangChain; Java; Kubernetes,Experimenting,Female,133000,Lead,4.0,4.0,6,1,2.0,JavaScript,1,Frontend
11627,2024,DevOps Engineer,Software Engineering,Executive (16+ yrs),Master's,Canada,North America,CAD,Large (1001-10000),Finance & Banking,Contract,Remote,369100,37400,63200,469700,3.8,1,Kafka; TensorFlow,,Male,369100,No especificado,0.0,0.0,10,1,1.0,Kafka,17,Data
11628,2023,Software Engineer,Software Engineering,Mid (3-5 yrs),Master's,United Kingdom,Europe,GBP,Enterprise (10000+),Healthcare & Pharma,Full-time,Hybrid,139100,5200,21800,166100,2.9,1,Rust; Java; Azure; Airflow,Experimenting,Female,139100,Mid,2.0,2.0,6,2,2.0,Rust,23,Backend
11629,2022,Business Intelligence Analyst,Data Science,Senior (6-10 yrs),Master's,Saudi Arabia,Asia,SAR,Medium (201-1000),Insurance,Full-time,On-site,107000,5800,7000,119800,4.0,1,Power BI; OpenCV; Docker,Significant,Male,107000,Senior,3.0,3.0,11,3,1.0,Power BI,4,Data
11630,2023,Machine Learning Engineer,Machine Learning,Entry (0-2 yrs),Master's,United States,North America,USD,Small (51-200),E-Commerce & Retail,Contract,Remote,112400,2300,0,114700,3.6,2,TensorFlow; Spark,Experimenting,Female,112400,Junior,1.0,1.0,5,1,2.0,TensorFlow,25,AI/ML
11631,2021,Business Intelligence Analyst,Data Science,Senior (6-10 yrs),Bachelor's,United Kingdom,Europe,GBP,Medium (201-1000),Healthcare & Pharma,Full-time,Remote,101600,11500,0,113100,4.7,0,GCP; Python; Hadoop; LangChain,AI-First,Male,101600,Senior,3.0,3.0,6,1,1.0,GCP,12,Cloud
11632,2023,Database Administrator,Data Engineering,Entry (0-2 yrs),Bachelor's,Brazil,South America,BRL,Large (1001-10000),E-Commerce & Retail,Freelance,Remote,18500,900,1700,21100,3.8,1,SQL; Azure; Hadoop,Significant,Male,18500,Junior,1.0,1.0,4,1,1.0,SQL,9,Database
11633,2022,Frontend Developer,Software Engineering,Senior (6-10 yrs),Bachelor's,United States,North America,USD,Enterprise (10000+),Technology,Full-time,Remote,180100,9300,52700,242100,3.1,0,Rust; Hugging Face,Experimenting,Male,180100,Senior,3.0,3.0,5,1,1.0,Rust,23,Backend
11634,2023,Data Engineer,Data Engineering,Mid (3-5 yrs),Master's,United States,North America,USD,Large (1001-10000),Energy & Utilities,Full-time,Remote,159100,3400,0,162500,4.3,0,OpenCV; PyTorch; Power BI; Hadoop,,Male,159100,Mid,2.0,2.0,5,1,1.0,OpenCV,8,AI/ML
11635,2025,Analytics Engineer,Data Engineering,Senior (6-10 yrs),Master's,Israel,Asia,ILS,Large (1001-10000),Technology,Full-time,Remote,201600,13400,74200,289200,2.9,8,Airflow; Hugging Face; C++; OpenCV,,Male,201600,Senior,3.0,3.0,13,1,1.0,Airflow,22,DevOps
11636,2024,Cloud Architect,Software Engineering,Mid (3-5 yrs),Bachelor's,India,Asia,INR,Small (51-200),Finance & Banking,Contract,Hybrid,49700,4100,0,53800,2.7,2,JavaScript; Hugging Face; LangChain,Significant,Male,49700,Mid,2.0,2.0,3,2,1.0,JavaScript,1,Frontend
11637,2021,Software Engineer,Software Engineering,Senior (6-10 yrs),Master's,United Kingdom,Europe,GBP,Medium (201-1000),Finance & Banking,Full-time,Hybrid,144400,9000,51300,204700,2.3,1,Go; Python,Significant,Prefer not to say,144400,Senior,3.0,3.0,6,2,0.0,Go,20,Backend
11638,2024,DevOps Engineer,Software Engineering,Mid (3-5 yrs),PhD,Canada,North America,CAD,Large (1001-10000),Consulting,Full-time,Hybrid,158400,3900,0,162300,2.6,0,OpenCV; dbt,Partial,Male,158400,Mid,2.0,2.0,10,2,1.0,OpenCV,8,AI/ML
11639,2022,Cloud Architect,Software Engineering,Senior (6-10 yrs),PhD,Germany,Europe,EUR,Large (1001-10000),Technology,Freelance,Hybrid,286400,20300,59900,366600,3.4,1,dbt; TensorFlow; Azure; JavaScript; OpenCV,Experimenting,Male,286400,Senior,3.0,3.0,7,2,1.0,dbt,6,Database
11640,2021,Cybersecurity Analyst,Cybersecurity,Mid (3-5 yrs),Bachelor's,United States,North America,USD,Enterprise (10000+),Finance & Banking,Full-time,Hybrid,149100,11100,0,160200,3.1,0,C++; SQL; AWS; Azure; dbt,AI-First,Male,149100,Mid,2.0,2.0,5,2,1.0,C++,26,Backend
11641,2022,Database Administrator,Data Engineering,Lead (11-15 yrs),Bachelor's,India,Asia,INR,Large (1001-10000),Telecommunications,Contract,Hybrid,40700,3700,14800,59200,2.6,4,SQL; Python,Partial,Male,40700,Lead,4.0,4.0,3,2,1.0,SQL,9,Database
11642,2025,Machine Learning Engineer,Machine Learning,Senior (6-10 yrs),Bachelor's,United Kingdom,Europe,GBP,Startup (1-50),Government & Defense,Full-time,Remote,147900,23500,40700,212100,3.4,3,Airflow; Excel; Scala; R; PyTorch,Partial,Male,147900,Senior,3.0,3.0,6,1,1.0,Airflow,22,DevOps
