id,survey_year,job_title,job_category,experience_level,education_level,country,continent,currency,company_size,industry,employment_type,work_setting,base_salary_usd,annual_bonus_usd,stock_grant_usd,total_compensation_usd,job_satisfaction,years_at_company,primary_skills,ai_adoption_level,gender
11291,2020,MLOps Engineer,Machine Learning,Mid (3-5 yrs),Master's,Germany,Europe,EUR,Small (51-200),Energy & Utilities,Full-time,Remote,106800,6000,9900,122700,4.9,1,JavaScript; Tableau; Scala; Python,Experimenting,Male
11292,2024,Product Manager (Tech),Management,Senior (6-10 yrs),PhD,United States,North America,USD,Large (1001-10000),Energy & Utilities,Freelance,Hybrid,322400,10700,0,333100,3.2,2,JavaScript; Kubernetes,Partial,Male
11293,2020,MLOps Engineer,Machine Learning,Executive (16+ yrs),PhD,United States,North America,USD,Large (1001-10000),Consulting,Freelance,Remote,495700,34100,0,529800,4.6,6,GCP; TensorFlow; Python,None,Female
11294,2025,Data Engineer,Data Engineering,Mid (3-5 yrs),Master's,Singapore,Asia,SGD,Large (1001-10000),Automotive,Full-time,Hybrid,166700,9800,26900,203400,4.0,1,Kafka; Kubernetes,Partial,Male
11295,2022,Frontend Developer,Software Engineering,Lead (11-15 yrs),Master's,South Korea,Asia,KRW,Large (1001-10000),Technology,Contract,On-site,191100,26300,0,217400,3.6,1,Power BI; TensorFlow; Kubernetes,Significant,Female
11296,2021,AI Product Manager,Management,Senior (6-10 yrs),Bachelor's,United States,North America,USD,Large (1001-10000),E-Commerce & Retail,Full-time,Remote,204700,27800,0,232500,5.0,0,PyTorch; Hadoop; Azure; GCP; LangChain,Significant,Male
11297,2024,AI Research Scientist,Machine Learning,Lead (11-15 yrs),Master's,Netherlands,Europe,EUR,Enterprise (10000+),Media & Entertainment,Full-time,Hybrid,262500,27500,29900,319900,3.7,1,OpenCV; Kafka; Excel,Experimenting,Male
11298,2025,Business Intelligence Analyst,Data Science,Senior (6-10 yrs),Master's,United Kingdom,Europe,GBP,Large (1001-10000),Government & Defense,Contract,Hybrid,131500,17200,0,148700,2.1,5,Go; PyTorch; JavaScript,None,Female
11299,2021,Data Engineer,Data Engineering,Executive (16+ yrs),Master's,Japan,Asia,JPY,Small (51-200),Media & Entertainment,Freelance,On-site,176700,12300,52200,241200,4.4,14,Airflow; PyTorch,Partial,Male
11300,2023,Data Analyst,Data Science,Senior (6-10 yrs),Master's,United States,North America,USD,Large (1001-10000),Consulting,Freelance,Hybrid,192500,30000,54900,277400,3.9,1,Go; Airflow; PyTorch,Partial,Female
11301,2024,Prompt Engineer,Machine Learning,Mid (3-5 yrs),Master's,India,Asia,INR,Small (51-200),Consulting,Full-time,On-site,40100,0,7800,47900,3.7,0,Spark; dbt; TensorFlow,Significant,Male
11302,2023,Data Engineer,Data Engineering,Lead (11-15 yrs),Master's,United Kingdom,Europe,GBP,Small (51-200),Automotive,Part-time,On-site,105600,14300,28300,148200,3.7,1,AWS; Excel; Python,Experimenting,Male
11303,2023,Analytics Engineer,Data Engineering,Mid (3-5 yrs),PhD,Netherlands,Europe,EUR,Startup (1-50),Telecommunications,Part-time,Hybrid,58200,2700,23200,84100,3.5,1,LangChain; Kafka; Kubernetes,Partial,Female
11304,2025,NLP Engineer,Machine Learning,Mid (3-5 yrs),PhD,Germany,Europe,EUR,Startup (1-50),Technology,Freelance,Hybrid,194100,15300,21800,231200,2.9,5,TensorFlow; LangChain; AWS; Spark; OpenCV,Significant,Male
11305,2021,Analytics Engineer,Data Engineering,Entry (0-2 yrs),PhD,United States,North America,USD,Medium (201-1000),Education & Research,Full-time,Remote,70600,0,0,70600,3.3,2,Power BI; Kafka; dbt,Partial,Male
11306,2024,Computer Vision Engineer,Machine Learning,Mid (3-5 yrs),Bachelor's,Brazil,South America,BRL,Large (1001-10000),Media & Entertainment,Full-time,Remote,42700,4000,0,46700,2.8,2,Kubernetes; Kafka; LangChain,Significant,Male
11307,2020,Machine Learning Engineer,Machine Learning,Mid (3-5 yrs),PhD,United States,North America,USD,Medium (201-1000),E-Commerce & Retail,Contract,Hybrid,158800,1600,0,160400,3.1,3,Go; TensorFlow,Significant,Male
11308,2023,Engineering Manager,Management,Mid (3-5 yrs),Bachelor's,Japan,Asia,JPY,Startup (1-50),Energy & Utilities,Full-time,Hybrid,123900,2000,48800,174700,3.5,0,Docker; C++; Airflow,Experimenting,Female
11309,2023,Generative AI Engineer,Machine Learning,Lead (11-15 yrs),Master's,United States,North America,USD,Startup (1-50),Technology,Full-time,Remote,319000,17100,0,336100,3.8,2,OpenCV; Scala; R,AI-First,Male
11310,2025,Cloud Architect,Software Engineering,Lead (11-15 yrs),Master's,United States,North America,USD,Startup (1-50),Finance & Banking,Full-time,Remote,379300,6800,111400,497500,4.0,1,OpenCV; dbt,Partial,Male
11311,2020,MLOps Engineer,Machine Learning,Mid (3-5 yrs),Master's,Israel,Asia,ILS,Small (51-200),E-Commerce & Retail,Full-time,Remote,98700,6400,36900,142000,3.6,5,Azure; TensorFlow; Kubernetes; Kafka,None,Male
11312,2022,Engineering Manager,Management,Mid (3-5 yrs),Master's,Netherlands,Europe,EUR,Large (1001-10000),Telecommunications,Full-time,On-site,158500,14900,47700,221100,2.9,4,C++; Docker,Experimenting,Female
11313,2021,Robotics Engineer,Machine Learning,Mid (3-5 yrs),Master's,Germany,Europe,EUR,Startup (1-50),Insurance,Full-time,Hybrid,116200,3400,0,119600,2.8,1,Hugging Face; R; C++; Scala; Tableau,None,Female
11314,2020,Frontend Developer,Software Engineering,Entry (0-2 yrs),Master's,Canada,North America,CAD,Large (1001-10000),Consulting,Freelance,On-site,67500,2600,0,70100,2.9,1,Kubernetes; dbt; Scala; Go; Java,Partial,Female
11315,2022,Product Manager (Tech),Management,Mid (3-5 yrs),Bachelor's,India,Asia,INR,Enterprise (10000+),Healthcare & Pharma,Part-time,Remote,23500,100,0,23600,3.4,5,AWS; Power BI; Excel; R; Java,AI-First,Male
11316,2022,NLP Engineer,Machine Learning,Senior (6-10 yrs),Master's,United States,North America,USD,Enterprise (10000+),Telecommunications,Full-time,On-site,276500,17300,0,293800,3.2,0,LangChain; R; Go; Excel; C++,Significant,Male
11317,2020,Computer Vision Engineer,Machine Learning,Mid (3-5 yrs),Bachelor's,United States,North America,USD,Large (1001-10000),Finance & Banking,Full-time,Remote,180600,16400,0,197000,4.5,0,dbt; JavaScript; Tableau; Scala; TensorFlow,Experimenting,Male
11318,2024,Software Engineer,Software Engineering,Lead (11-15 yrs),Bachelor's,Brazil,South America,BRL,Enterprise (10000+),Automotive,Freelance,Hybrid,85600,6100,0,91700,3.3,0,Excel; PyTorch; C++,AI-First,Female
11319,2023,Generative AI Engineer,Machine Learning,Entry (0-2 yrs),Master's,United States,North America,USD,Small (51-200),Telecommunications,Contract,Hybrid,128800,0,43400,172200,2.7,0,Tableau; GCP; Java; TensorFlow,None,Male
11320,2023,Data Analyst,Data Science,Mid (3-5 yrs),PhD,Israel,Asia,ILS,Medium (201-1000),Technology,Full-time,Remote,98600,1400,0,100000,2.4,5,Go; Rust; LangChain; Tableau; Python,Experimenting,Male
11321,2023,Data Engineer,Data Engineering,Mid (3-5 yrs),Master's,Singapore,Asia,SGD,Large (1001-10000),Technology,Freelance,Remote,182200,7300,0,189500,3.6,2,Scala; Kafka; Power BI; Hugging Face,Significant,Male
11322,2020,Product Manager (Tech),Management,Entry (0-2 yrs),Bachelor's,India,Asia,INR,Small (51-200),E-Commerce & Retail,Full-time,Remote,19600,0,0,19600,4.0,0,Power BI; dbt; Tableau; GCP,Partial,Male
11323,2023,DevOps Engineer,Software Engineering,Senior (6-10 yrs),Master's,Brazil,South America,BRL,Medium (201-1000),Healthcare & Pharma,Freelance,Remote,68100,11100,22100,101300,4.1,0,Rust; TensorFlow; Docker,Experimenting,Male
11324,2024,Data Analyst,Data Science,Senior (6-10 yrs),Master's,Canada,North America,CAD,Medium (201-1000),Consulting,Freelance,Hybrid,121900,12600,46400,180900,3.0,1,Kubernetes; Hadoop; Go,AI-First,Male
11325,2025,DevOps Engineer,Software Engineering,Mid (3-5 yrs),PhD,Australia,Oceania,AUD,Small (51-200),Media & Entertainment,Full-time,Hybrid,94300,8100,19800,122200,3.0,1,Airflow; OpenCV; AWS,Significant,Female
11326,2022,Analytics Engineer,Data Engineering,Mid (3-5 yrs),Master's,United Kingdom,Europe,GBP,Large (1001-10000),Healthcare & Pharma,Full-time,Remote,112600,2900,0,115500,4.0,2,dbt; Hugging Face; LangChain; Kubernetes,Significant,Male
11327,2025,Computer Vision Engineer,Machine Learning,Senior (6-10 yrs),Master's,Poland,Europe,PLN,Medium (201-1000),Consulting,Full-time,Remote,99800,16200,0,116000,4.6,1,dbt; JavaScript; Airflow,Experimenting,Female
11328,2020,Backend Developer,Software Engineering,Mid (3-5 yrs),Bachelor's,United States,North America,USD,Enterprise (10000+),Media & Entertainment,Full-time,Hybrid,143800,12900,57000,213700,3.2,0,Excel; Hugging Face,Partial,Male
11329,2024,Quantitative Analyst,Data Science,Mid (3-5 yrs),Bachelor's,United States,North America,USD,Enterprise (10000+),Technology,Contract,Remote,299600,26700,0,326300,4.3,5,C++; R,Partial,Male
11330,2025,Product Manager (Tech),Management,Senior (6-10 yrs),Bachelor's,Canada,North America,CAD,Large (1001-10000),Healthcare & Pharma,Freelance,Hybrid,206600,13800,0,220400,2.8,4,Java; Hadoop,Significant,Male
11331,2025,Computer Vision Engineer,Machine Learning,Mid (3-5 yrs),Bachelor's,UAE,Asia,AED,Enterprise (10000+),Technology,Freelance,Hybrid,146700,6900,0,153600,2.7,1,Power BI; Scala,Significant,Male
11332,2022,NLP Engineer,Machine Learning,Mid (3-5 yrs),Master's,United States,North America,USD,Startup (1-50),E-Commerce & Retail,Full-time,Remote,188200,7200,0,195400,3.4,0,C++; Go; Docker; Kubernetes,Experimenting,Female
11333,2025,Cybersecurity Analyst,Cybersecurity,Entry (0-2 yrs),Master's,United States,North America,USD,Large (1001-10000),Technology,Full-time,Hybrid,136600,12600,0,149200,3.9,0,dbt; Scala,Partial,Male
11334,2022,Data Engineer,Data Engineering,Mid (3-5 yrs),Master's,Japan,Asia,JPY,Medium (201-1000),E-Commerce & Retail,Full-time,On-site,102500,10600,10200,123300,2.7,0,Kubernetes; AWS,Partial,Male
11335,2021,Product Manager (Tech),Management,Lead (11-15 yrs),Master's,United States,North America,USD,Large (1001-10000),E-Commerce & Retail,Part-time,Hybrid,148100,19600,0,167700,4.2,9,Airflow; LangChain; GCP,AI-First,Male
11336,2022,Cloud Architect,Software Engineering,Mid (3-5 yrs),PhD,Germany,Europe,EUR,Small (51-200),Energy & Utilities,Full-time,Remote,153000,5500,0,158500,3.5,3,OpenCV; Kubernetes; JavaScript; Rust; LangChain,Partial,Female
11337,2023,Business Intelligence Analyst,Data Science,Lead (11-15 yrs),Master's,Germany,Europe,EUR,Enterprise (10000+),Technology,Full-time,On-site,196000,9500,46300,251800,4.6,4,C++; Excel; TensorFlow; Spark; LangChain,Significant,Female
11338,2024,AI Research Scientist,Machine Learning,Entry (0-2 yrs),Master's,France,Europe,EUR,Startup (1-50),Technology,Full-time,Remote,106700,7100,17900,131700,2.7,0,Tableau; Excel; Hadoop; Airflow; TensorFlow,AI-First,Male
11339,2025,Business Intelligence Analyst,Data Science,Entry (0-2 yrs),Master's,United Kingdom,Europe,GBP,Medium (201-1000),Healthcare & Pharma,Full-time,Remote,65900,2600,25700,94200,2.9,2,Hadoop; PyTorch,Partial,Male
11340,2021,Engineering Manager,Management,Entry (0-2 yrs),Bachelor's,United States,North America,USD,Large (1001-10000),E-Commerce & Retail,Full-time,Remote,136000,12400,0,148400,3.2,2,TensorFlow; Hadoop; Airflow; SQL; Hugging Face,Significant,Male
11341,2020,DevOps Engineer,Software Engineering,Entry (0-2 yrs),Bachelor's,India,Asia,INR,Medium (201-1000),Education & Research,Full-time,Hybrid,12700,300,0,13000,2.3,0,LangChain; Azure; Scala,Significant,Female
11342,2023,Quantitative Analyst,Data Science,Senior (6-10 yrs),PhD,United Kingdom,Europe,GBP,Startup (1-50),Finance & Banking,Full-time,Remote,279300,39800,0,319100,3.9,1,Excel; Kafka; Kubernetes,Experimenting,Male
11343,2024,Business Intelligence Analyst,Data Science,Entry (0-2 yrs),Bachelor's,United States,North America,USD,Large (1001-10000),Technology,Full-time,Remote,76200,2500,14100,92800,4.2,2,Airflow; TensorFlow; Power BI; GCP; Tableau,Experimenting,Male
11344,2020,Prompt Engineer,Machine Learning,Senior (6-10 yrs),Bachelor's,Germany,Europe,EUR,Startup (1-50),Consulting,Full-time,Hybrid,104300,13200,26600,144100,3.1,2,Kafka; Go; Scala; Azure; Kubernetes,Partial,Male
11345,2023,Frontend Developer,Software Engineering,Mid (3-5 yrs),Bachelor's,United Kingdom,Europe,GBP,Small (51-200),E-Commerce & Retail,Full-time,Hybrid,101200,11800,0,113000,3.4,1,GCP; AWS; Airflow,Significant,Male
11346,2023,Data Scientist,Data Science,Entry (0-2 yrs),PhD,Germany,Europe,EUR,Small (51-200),E-Commerce & Retail,Full-time,Hybrid,68700,2200,0,70900,3.1,1,dbt; JavaScript; AWS,Significant,Non-binary
11347,2024,Data Scientist,Data Science,Entry (0-2 yrs),Bachelor's,United Kingdom,Europe,GBP,Large (1001-10000),E-Commerce & Retail,Freelance,Remote,77300,5500,19500,102300,2.5,2,PyTorch; Go; AWS,Experimenting,Female
11348,2020,Backend Developer,Software Engineering,Mid (3-5 yrs),Bachelor's,United States,North America,USD,Medium (201-1000),Technology,Full-time,Remote,119700,5600,0,125300,3.9,2,Docker; Hugging Face; Tableau; LangChain,Experimenting,Male
11349,2023,AI Research Scientist,Machine Learning,Lead (11-15 yrs),PhD,India,Asia,INR,Medium (201-1000),Technology,Full-time,On-site,92000,9600,0,101600,2.2,10,JavaScript; Python; Power BI; Kubernetes; Tableau,Experimenting,Female
11350,2024,Data Analyst,Data Science,Entry (0-2 yrs),Bachelor's,Canada,North America,CAD,Enterprise (10000+),Technology,Full-time,Remote,60800,2500,21300,84600,3.2,1,C++; Java; Airflow; Kafka; SQL,Partial,Male
11351,2022,AI Product Manager,Management,Senior (6-10 yrs),PhD,United States,North America,USD,Medium (201-1000),Technology,Full-time,Remote,308900,32200,0,341100,3.5,1,Hugging Face; C++; Airflow,Partial,Non-binary
11352,2025,Database Administrator,Data Engineering,Mid (3-5 yrs),Master's,United Kingdom,Europe,GBP,Medium (201-1000),Technology,Freelance,Remote,122200,3300,0,125500,4.2,0,Kubernetes; R; Hugging Face,Partial,Female
11353,2023,AI Research Scientist,Machine Learning,Executive (16+ yrs),PhD,Germany,Europe,EUR,Medium (201-1000),Consulting,Full-time,Remote,416600,40800,0,457400,3.9,2,Kubernetes; Rust,Significant,Female
11354,2020,Prompt Engineer,Machine Learning,Senior (6-10 yrs),Master's,India,Asia,INR,Startup (1-50),Energy & Utilities,Full-time,Remote,32700,4100,0,36800,4.0,0,Power BI; Hadoop; SQL; JavaScript; dbt,Partial,Male
11355,2023,Cybersecurity Analyst,Cybersecurity,Mid (3-5 yrs),Master's,Israel,Asia,ILS,Startup (1-50),Finance & Banking,Full-time,Remote,110400,5200,29500,145100,3.9,3,Airflow; OpenCV; JavaScript; Kubernetes,Significant,Female
11356,2023,NLP Engineer,Machine Learning,Executive (16+ yrs),Master's,Singapore,Asia,SGD,Large (1001-10000),Technology,Full-time,Hybrid,409100,58800,135600,603500,4.1,6,OpenCV; Azure,AI-First,Female
11357,2021,Data Engineer,Data Engineering,Senior (6-10 yrs),Bachelor's,United States,North America,USD,Enterprise (10000+),Technology,Full-time,Remote,282300,24300,0,306600,4.0,7,Kubernetes; SQL; PyTorch; Spark,Experimenting,Female
11358,2025,AI Research Scientist,Machine Learning,Senior (6-10 yrs),Master's,France,Europe,EUR,Medium (201-1000),Technology,Full-time,Hybrid,302000,23000,0,325000,3.3,5,R; dbt,Partial,Female
11359,2022,NLP Engineer,Machine Learning,Senior (6-10 yrs),Master's,United States,North America,USD,Startup (1-50),Technology,Full-time,Remote,284600,23400,0,308000,4.5,0,LangChain; OpenCV; Spark; TensorFlow,Significant,Male
11360,2023,NLP Engineer,Machine Learning,Mid (3-5 yrs),Bachelor's,UAE,Asia,AED,Small (51-200),Consulting,Full-time,On-site,132900,12500,29400,174800,3.2,2,OpenCV; Hadoop; Go; PyTorch,Partial,Male
11361,2021,Quantitative Analyst,Data Science,Lead (11-15 yrs),Master's,Netherlands,Europe,EUR,Large (1001-10000),Technology,Full-time,Remote,279800,31700,29200,340700,3.8,1,Rust; Kubernetes,AI-First,Female
11362,2024,Quantitative Analyst,Data Science,Mid (3-5 yrs),Bachelor's,India,Asia,INR,Large (1001-10000),E-Commerce & Retail,Contract,Hybrid,49500,2800,0,52300,3.7,5,Docker; C++; Scala,Experimenting,Male
11363,2022,DevOps Engineer,Software Engineering,Entry (0-2 yrs),PhD,India,Asia,INR,Large (1001-10000),Finance & Banking,Contract,Hybrid,40300,0,0,40300,2.8,2,Docker; PyTorch; Hugging Face; Tableau; Excel,Significant,Male
11364,2020,Generative AI Engineer,Machine Learning,Mid (3-5 yrs),Bachelor's,India,Asia,INR,Small (51-200),Healthcare & Pharma,Full-time,On-site,32700,1000,11300,45000,2.7,4,GCP; Airflow; OpenCV; R; Java,AI-First,Female
11365,2024,Data Engineer,Data Engineering,Lead (11-15 yrs),Master's,Israel,Asia,ILS,Medium (201-1000),Technology,Freelance,Hybrid,287100,18500,73800,379400,4.3,0,Docker; Hadoop; Java; Power BI; SQL,Partial,Prefer not to say
11366,2023,Robotics Engineer,Machine Learning,Entry (0-2 yrs),PhD,Brazil,South America,BRL,Large (1001-10000),Finance & Banking,Full-time,Hybrid,53600,2500,0,56100,3.3,2,JavaScript; Excel,Partial,Male
11367,2021,Generative AI Engineer,Machine Learning,Mid (3-5 yrs),Master's,Israel,Asia,ILS,Enterprise (10000+),Technology,Full-time,Remote,218100,18000,42400,278500,4.2,0,Kafka; Azure; Excel; PyTorch; Spark,Significant,Male
11368,2020,Engineering Manager,Management,Senior (6-10 yrs),High School,United States,North America,USD,Medium (201-1000),Energy & Utilities,Full-time,Hybrid,179900,25800,24700,230400,4.8,8,Hugging Face; Python; Hadoop; Azure; PyTorch,Partial,Male
11369,2022,DevOps Engineer,Software Engineering,Mid (3-5 yrs),Master's,India,Asia,INR,Enterprise (10000+),Healthcare & Pharma,Full-time,On-site,34100,300,12200,46600,2.6,2,Rust; SQL; JavaScript; Kubernetes,Significant,Male
11370,2025,DevOps Engineer,Software Engineering,Entry (0-2 yrs),Master's,United States,North America,USD,Startup (1-50),Consulting,Full-time,Remote,95000,6200,0,101200,1.9,1,Azure; OpenCV; Rust; Docker,Partial,Male
11371,2023,Prompt Engineer,Machine Learning,Entry (0-2 yrs),Master's,Canada,North America,CAD,Startup (1-50),Technology,Contract,Hybrid,83900,3900,0,87800,2.4,2,Hugging Face; Kubernetes,Partial,Male
11372,2024,Data Scientist,Data Science,Entry (0-2 yrs),Bachelor's,United States,North America,USD,Small (51-200),Finance & Banking,Contract,Remote,95400,3700,36400,135500,3.7,0,Python; R; Rust,None,Female
11373,2020,Cybersecurity Analyst,Cybersecurity,Entry (0-2 yrs),Master's,Germany,Europe,EUR,Medium (201-1000),Education & Research,Full-time,Remote,43000,3600,3200,49800,3.3,1,C++; Airflow; AWS; Scala,Significant,Male
11374,2023,AI Product Manager,Management,Senior (6-10 yrs),Bachelor's,United States,North America,USD,Large (1001-10000),Technology,Full-time,On-site,354300,63100,0,417400,2.7,0,AWS; Excel; Scala; Power BI,Experimenting,Female
11375,2024,Engineering Manager,Management,Senior (6-10 yrs),PhD,Canada,North America,CAD,Large (1001-10000),Telecommunications,Full-time,Hybrid,278400,10000,0,288400,3.7,4,Rust; Airflow; OpenCV,Partial,Female
11376,2022,AI Product Manager,Management,Senior (6-10 yrs),Master's,Poland,Europe,PLN,Startup (1-50),Government & Defense,Full-time,Remote,72100,6500,17900,96500,4.6,0,Excel; GCP; Power BI; Hugging Face; AWS,Significant,Male
11377,2024,Frontend Developer,Software Engineering,Mid (3-5 yrs),Master's,United Kingdom,Europe,GBP,Medium (201-1000),E-Commerce & Retail,Full-time,Hybrid,104300,8700,0,113000,2.8,2,Kubernetes; LangChain,Partial,Female
11378,2025,Data Engineer,Data Engineering,Mid (3-5 yrs),Bachelor's,United States,North America,USD,Enterprise (10000+),Technology,Contract,Remote,212900,0,0,212900,3.9,1,Airflow; Excel; LangChain,Partial,Female
